TreatmentID	#overlap	#sample	#True	#all	pvalue	-log10.pvalue	Ratio	q value	-log10.qvalue
BRD-U37049823_-666_HEPG2_6.0_h_10.0_um	0	39	21	8706	0.090075004	1.045395708	0	0.154477629	0.811134406
BRD-U43867373_-666_MCF7_6.0_h_10.0_um	0	39	21	8706	0.090075004	1.045395708	0	0.154477629	0.811134406
BRD-U51024685_HG-6-64-01_BT20_24_h_1.11_um	0	39	21	8706	0.090075004	1.045395708	0	0.154477629	0.811134406
BRD-U51024685_HG-6-64-01_SKBR3_24_h_0.37_um	0	39	21	8706	0.090075004	1.045395708	0	0.154477629	0.811134406
BRD-U61997977_WZ-4-145_HS578T_3_h_10_um	0	39	21	8706	0.090075004	1.045395708	0	0.154477629	0.811134406
BRD-U64521890_XMD16-144_HEPG2_24_h_1.11_um	0	39	21	8706	0.090075004	1.045395708	0	0.154477629	0.811134406
BRD-U86222656_-666_PC3_6.0_h_10.0_um	0	39	21	8706	0.090075004	1.045395708	0	0.154477629	0.811134406
BRD-U86686840_AZD7762_HCC515_24_h_10_um	0	39	21	8706	0.090075004	1.045395708	0	0.154477629	0.811134406
BRD-K22503835_-666_MCF7_24.0_h_10.0_um	1	210	21	8706	0.0901276	1.045142196	0.047619048	0.154550741	0.810928909
BRD-K57080016_selumetinib_A375_24_h_10_um	1	210	21	8706	0.0901276	1.045142196	0.047619048	0.154550741	0.810928909
BRD-K79090631_CGP-60474_PC3_24_h_3.33_um	2	448	21	8706	0.090557337	1.043076355	0.095238095	0.155279071	0.808887076
BRD-A02481876_Importazole_HT29_24.0_h_60.0_um	1	211	21	8706	0.090860621	1.041624301	0.047619048	0.155773264	0.807507081
BRD-K64517075_-666_PC3_6.0_h_10.0_um	1	211	21	8706	0.090860621	1.041624301	0.047619048	0.155773264	0.807507081
BRD-K88573743_A443654_HCC515_24_h_3.33_um	1	211	21	8706	0.090860621	1.041624301	0.047619048	0.155773264	0.807507081
BRD-K01877528_TL_HRAS26_A375_24.0_h_10.0_um	1	212	21	8706	0.091595485	1.038125934	0.047619048	0.155904642	0.807140953
BRD-K88378636_withaferin-a_MCF7_24_h_3.33_um	1	212	21	8706	0.091595485	1.038125934	0.047619048	0.155904642	0.807140953
BRD-K99252563_QL-XII-47_LNCAP_24_h_10_um	1	212	21	8706	0.091595485	1.038125934	0.047619048	0.155904642	0.807140953
BRD-A00267231_HEMADO_A549_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A10977446_Carvedilol_PC3_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A13122391_16-HYDROXYTRIPTOLIDE_SKMEL1_6.0_h_0.08_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A13133631_FLUOROMETHOLONE_A375_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A18579359_-666_MCF7_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A20131130_2,5-dideoxyadenosine_SW948_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A24396574_celastrol_MDAMB231_3_h_1.11_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A30437061_-666_HEPG2_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A30655177_LFM-A13_VCAP_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A32449311_4-chloro-2-(4-((tetrahydrofuran-2-yl)methylamino)quinazolin-2-ylamino)phenol wh-GCJMC04_MCF7_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A35588707_TENIPOSIDE_PC3_6.0_h_1.25_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A35588707_TENIPOSIDE_SW620_6.0_h_1.25_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A37704979_SB-203580_HEPG2_24_h_3.33_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A40639672_KETOROLAC TROMETHAMINE_HA1E_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A41692738_TGX-221_SKBR3_24_h_10_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A45140972_Meclocycline sulfosalicylate_MCF7_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A45498368_HY-10044_HEPG2_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A45498368_WYE-125132_MDAMB231_3_h_1.11_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A45498368_WYE-125132_SKBR3_3_h_1.11_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A46179541_doxapram_VCAP_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A50675702_-666_MCF7_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A51820102_ECONAZOLE NITRATE_HCC515_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A52650764_Ingenol 3, 20-dibenzoate_A375_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A54632525_-666_PC3_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A55594068_VINBLASTINE SULFATE_HCC515_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A58767537_afatinib_LNCAP_3_h_10_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A59943784_-666_NPC_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A60386802_MLS-0315872.0001_MCF7_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A62025033_temsirolimus [CI779]_SW620_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A64227845_SKF 77434 hydrobromide_PC3_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A68061604_-666_A375_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A70449690_forskolin_MCF7_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A71459254_-666_HEPG2_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A71799696_BH3I-1_A549_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A72066420_SR 202_A375_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A75919782_Folinic acid calcium salt_MCF7_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A77467113_-666_HCC515_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A79768653_sirolimus_LNCAP_24_h_0.37_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A79768653_sirolimus_MCF7_3_h_10_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A79768653_sirolimus_SKBR3_24_h_3.33_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A79768653_sirolimus_SKB_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A80574334_13521_SKB_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A80775386_GR-237_A375_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A84475555_VU0402605_MCF7_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A86792397_-666_HA1E_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A92800748_KIN236_A375_24_h_10_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A94756469_DIGOXIN_VCAP_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A96272097_7706-0343_VCAP_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-A99518825_STOCK4S-23872_SKB_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K00615600_AG14361_A375_24.0_h_25.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K00627859_-666_VCAP_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K01436366_XMD-1150_MCF10A_3_h_1.11_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K01436366_XMD-1150_MCF7_3_h_3.33_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K03557653_-666_A375_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K03557653_SAPPANONE A TRIMETHYL ETHER_HEPG2_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K04695623_-666_HEPG2_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K04833372_GSK-1904529A_HME1_3_h_0.37_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K04853698_LDN-193189_BT20_24_h_1.11_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K04853698_LDN-193189_MCF10A_3_h_3.33_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K04887706_AKT-inhibitor-1-2_PC3_24_h_10_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K05562558_-666_A375_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K05804044_HY-11004_SKB_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K06854232_AM580_MCF7_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K07061353_7909011_A375_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K07237224_4-chloro-n-(2-morpholin-4-yl-ethyl)-benzamide_VCAP_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K07667918_linsitinib_A549_24_h_1.11_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K07667918_linsitinib_A549_24_h_10_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K07667918_linsitinib_HCC515_24_h_3.33_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K07691486_-666_HT29_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K07881437_S1107_PC3_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K08799216_pelitinib_HT29_24_h_1.11_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K08799216_pelitinib_HT29_24_h_3.33_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K09186807_-666_SKB_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K09638361_-666_A549_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K10010115_-666_PC3_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K10554164_5374640_NEU_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K12040459_AT7867_A549_24_h_10_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K12040459_AT7867_HA1E_24_h_0.37_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K12040459_AT7867_HEPG2_24_h_10_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K12502280_TG-101348_MCF7_3_h_0.37_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K12787259_CX-5461_A549_24_h_3.33_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K13094524_PFI-1_HCC515_24_h_1.11_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K15588452_-666_MCF7_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K15616905_CCCP_PC3_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K15891719_T018500_MCF7_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K16472144_-666_A375_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K16533489_-666_VCAP_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K17075857_-666_ASC_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K17743125_belinostat_MCF7_24_h_0.04_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K18190982_COT-10b_A673_6.0_h_44.4_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K19136521_-666_MCF7_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K19352500_PROCHLORPERAZINE EDISYLATE_MCF7_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K19533706_-666_ASC_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K19687926_lapatinib_HME1_3_h_0.04_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K20123385_-666_MCF7_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K20492338_2-(2-amino-1H-benzo[d]imidazol-1-yl)-N-benzylquinazolin-4-amine KUC108873N_PC3_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K20696416_NVP-AEW541_SKBR3_3_h_10_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K20755323_-666_RMUGS_6.0_h_40.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K20914082_1,2-dimethyl (3R)-4-oxo-3-(propan-2-yl)-3-(thiophen-3-yl)-1,2-diazetidine-1,2-dicarboxylate_MCF7_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K23363278_CYT997_A549_6.0_h_1.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K23623876_-666_A549_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K23657553_-666_SKB_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K25144184_-666_MCF7_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K26818574_BIX-01294_HEPG2_24_h_3.33_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K26818574_BIX-01294_PC3_24_h_10_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K27305650_LY-294002_A375_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K28168037_Fenretinide_PC3_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K28366444_NCGC00011940-02_HT29_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K28428262_S1084_A375_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K30677119_PP-30_HCC515_6.0_h_11.1_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K30677119_PP-30_HT29_6.0_h_11.1_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K30707190_PNU 74654_NCIH2073_6.0_h_80.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K31542390_-666_NPC_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K32836707_10011256_VCAP_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K32862555_NCGC00183412-01_HA1E_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K33312228_halometasone_VCAP_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K36007650_-666_HEPG2_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K37691127_-666_A375_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K37720887_SB-525334_HA1E_24_h_10_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K38251852_Paxilline_A375_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K41895714_AS-605240_MCF10A_3_h_0.12_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K42191735_buparlisib_SKBR3_24_h_0.12_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K42635745_Suloctidil_PC3_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K43389698_BMS-387032_BT20_3_h_3.33_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K44100512_KIN001-043_HT29_24_h_10_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K46056750_AZD-7762_LNCAP_3_h_1.11_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K46056750_AZD-7762_PC3_24_h_1.11_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K46056750_AZD-7762_PC3_24_h_3.33_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K46137903_-666_A375_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K47983010_BX-795_A549_24_h_10_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K48654774_-666_HT29_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K48950795_-666_HEPG2_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K49094915_-666_PC3_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K49294207_BIBU 1361 dihydrochloride_PC3_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K49553303_-666_HA1E_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K49553303_-666_HT29_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K49861754_5466528_VCAP_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K50140147_NVP-TAE684_BT20_3_h_10_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K50168500_canertinib_MDAMB231_24_h_3.33_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K50464341_E6 berbamine_A375_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K51313569_palbociclib_HEPG2_24_h_0.12_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K51313569_palbociclib_MCF10A_24_h_10_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K51544265_cabozantinib_HA1E_24_h_0.37_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K53281329_SYK-inhibitor_HCC515_24_h_3.33_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K53308430_-666_HT29_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K53972329_ruxolitinib_A549_24_h_10_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K54728231_ENDECAPHYLLIN X_HCC515_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K54822214_-666_HT29_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K55191674_PENICILLIN G POTASSIUM_HT29_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K55420858_M9948_VCAP_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K55487965_NCGC00182364-01_A375_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K55591206_epigallocatechin_MCF7_24_h_0.04_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K56751279_Y-39983_PC3_24_h_0.37_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K57282030_JW-7-24-1_HT29_24_h_3.33_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K57282030_JW-7-24-1_MCF7_3_h_0.37_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K58772419_AZD-6482_MCF10A_3_h_10_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K58853583_-666_PC3_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K59633790_VU0420363-1_A375_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K60460488_PZ0013_PC3_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K60762818_-666_A549_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K61105081_-666_HA1E_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K61662457_CAY10594_HCC515_6.0_h_20.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K61718261_NCGC00182361-01_PC3_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K62493605_JAS07_009_MCF7_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K62810658_PD 98059_HT29_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K63068307_ZSTK-474_BT20_3_h_3.33_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K63195589_Tipifarnib-P1_THP1_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K63630713_ETHACRYNIC ACID_MCF7_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K63675182_TRIFLUPROMAZINE HYDROCHLORIDE_VCAP_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K64642496_-666_HT29_6.0_h_40.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K64754843_-666_HEPG2_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K64800655_PHA-793887_MCF7_3_h_0.37_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K65182930_NVP-AUY922_HS578T_3_h_0.37_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K66847579_WZ-7043_HA1E_24_h_0.37_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K67075780_TGX-115_MCF7_24.0_h_160.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K67277431_-666_NPC_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K67868012_PI 103 hydrochloride_HCC515_6.0_h_11.1_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K67868012_PI 103 hydrochloride_SW948_6.0_h_11.1_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K67868012_PI-103_HME1_3_h_3.33_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K68065987_MK-2206_BT20_3_h_3.33_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K68065987_MK-2206_LNCAP_24_h_0.04_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K68246049_-666_MCF7_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K68407802_KIN001-055_MCF7_24_h_1.11_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K68495126_NCGC00183406-01_HA1E_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K68756823_FR-180204_HA1E_24_h_1.11_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K68756823_FR-180204_MCF7_24_h_0.37_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K68873215_-666_A375_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K68997413_PF3845_PC3_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K69516039_MLS-0435541.0001_VCAP_6.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
BRD-K69726342_Atorvastatin_MCF7_24.0_h_10.0_um	0	40	21	8706	0.092279738	1.034893648	0	0.155904642	0.807140953
