Perturbation_1	Perturbation_2	#overlap	#sample	#True	#Backgroud	#twoPert	#pert1	#pert2	p-value
BRD-A85860691_chaetocin_HT29_24.0_h_0.08_um	BRD-K67844266_MLN4924_SW948_6.0_h_11.1_um	3	256	21	8706	LGR5; MYC; PROM1	LGR5; MYC; PROM1	LGR5; MYC; PROM1	0.002944811
BRD-A85860691_chaetocin_HT29_24.0_h_0.08_um	BRD-K68336408_Tyrphostin AG 1478_HCC515_24.0_h_56.78_um	5	367	21	8706	LGR5; MYC; PROM1; CD44; EZH2	LGR5; MYC; PROM1	CD44; EZH2; MYC	0.000170512
BRD-A85860691_chaetocin_HT29_24.0_h_0.08_um	BRD-K68336408_Tyrphostin AG 1478_HT29_24.0_h_56.78_um	5	442	21	8706	LGR5; MYC; PROM1; CD44; EZH2	LGR5; MYC; PROM1	CD44; EZH2; LGR5; MYC	0.00046757
BRD-A85860691_chaetocin_HT29_24.0_h_0.08_um	BRD-K68336408_Tyrphostin AG 1478_NCIH1836_6.0_h_56.78_um	6	256	21	8706	LGR5; MYC; PROM1; ABCG2; NES; SOX2	LGR5; MYC; PROM1	ABCG2; NES; PROM1; SOX2	1.43109E-06
BRD-A85860691_chaetocin_HT29_24.0_h_0.08_um	BRD-K68336408_Tyrphostin AG 1478_U937_6.0_h_56.78_um	4	284	21	8706	LGR5; MYC; PROM1; KLF4	LGR5; MYC; PROM1	KLF4; LGR5; MYC; PROM1	0.000472039
BRD-A85860691_chaetocin_HT29_24.0_h_0.08_um	BRD-K69650333_idarubicin hcl_A549_24.0_h_10.0_um	4	264	21	8706	LGR5; MYC; PROM1; EZH2	LGR5; MYC; PROM1	EZH2; MYC; PROM1	0.000337087
BRD-A85860691_chaetocin_HT29_24.0_h_0.08_um	BRD-K70578146_dactinomycin_VCAP_6.0_h_10.0_um	4	265	21	8706	LGR5; MYC; PROM1; EZH2	LGR5; MYC; PROM1	EZH2; MYC; PROM1	0.000343035
BRD-A85860691_chaetocin_HT29_24.0_h_0.08_um	BRD-K73395020_ARP 101_HCC515_24.0_h_10.0_um	5	458	21	8706	LGR5; MYC; PROM1; BMI1; EZH2	LGR5; MYC; PROM1	BMI1; EZH2; MYC	0.000565505
BRD-A85860691_chaetocin_HT29_24.0_h_0.08_um	BRD-K76401790_JNK-IN-5A_HCC515_24_h_1.11_um	4	230	21	8706	LGR5; MYC; PROM1; CD44	LGR5; MYC; PROM1	CD44; MYC; PROM1	0.00017735
BRD-A85860691_chaetocin_HT29_24.0_h_0.08_um	BRD-K76694128_DCC-2036_HEPG2_24_h_3.33_um	4	263	21	8706	LGR5; MYC; PROM1; CD44	LGR5; MYC; PROM1	CD44; LGR5; PROM1	0.000331217
BRD-A85860691_chaetocin_HT29_24.0_h_0.08_um	BRD-K79222491_2-morpholino-9-(thiophen-3-yl)-N-((5-(trifluoromethyl)-1H-benzo[d]imidazol-2-yl)methyl)-9H-purin-6-amine_HA1E_6.0_h_10.0_um	4	410	21	8706	LGR5; MYC; PROM1; KDM5B	LGR5; MYC; PROM1	KDM5B; MYC; PROM1	0.002458418
BRD-A85860691_chaetocin_HT29_24.0_h_0.08_um	BRD-K79239947_PF 573228_HCC515_24_h_10_um	5	266	21	8706	LGR5; MYC; PROM1; EZH2; NES	LGR5; MYC; PROM1	EZH2; NES; PROM1	2.83454E-05
BRD-A85860691_chaetocin_HT29_24.0_h_0.08_um	BRD-K79239947_PF 573228_PC3_24_h_10_um	4	229	21	8706	LGR5; MYC; PROM1; EZH2	LGR5; MYC; PROM1	EZH2; MYC; PROM1	0.000173764
BRD-A85860691_chaetocin_HT29_24.0_h_0.08_um	BRD-K80700417_SGI-1776_HCC515_24_h_10_um	6	279	21	8706	LGR5; MYC; PROM1; EZH2; KLF4; NES	LGR5; MYC; PROM1	EZH2; KLF4; NES	2.54585E-06
BRD-A85860691_chaetocin_HT29_24.0_h_0.08_um	BRD-K81651477_Parthenolide_HCT116_6.0_h_20.0_um	4	281	21	8706	LGR5; MYC; PROM1; EPAS1	LGR5; MYC; PROM1	EPAS1; MYC; PROM1	0.000449552
BRD-A85860691_chaetocin_HT29_24.0_h_0.08_um	BRD-K81651477_Parthenolide_SW948_6.0_h_20.0_um	3	279	21	8706	LGR5; MYC; PROM1	LGR5; MYC; PROM1	LGR5; MYC; PROM1	0.004014512
BRD-A85860691_chaetocin_HT29_24.0_h_0.08_um	BRD-K82216340_medroxyprogesterone 17-acetate_VCAP_24.0_h_10.0_um	4	285	21	8706	LGR5; MYC; PROM1; EZH2	LGR5; MYC; PROM1	EZH2; MYC; PROM1	0.000479721
BRD-A85860691_chaetocin_HT29_24.0_h_0.08_um	BRD-K87737963_CYT387_MDAMB231_3_h_10_um	4	244	21	8706	LGR5; MYC; PROM1; KLF4	LGR5; MYC; PROM1	KLF4; MYC; PROM1	0.000233776
BRD-A85860691_chaetocin_HT29_24.0_h_0.08_um	BRD-K88560311_AG-014699 (PF-01367338)_HT115_6.0_h_10.0_um	4	270	21	8706	LGR5; MYC; PROM1; BMI1	LGR5; MYC; PROM1	BMI1; LGR5; PROM1	0.00037399
BRD-A85860691_chaetocin_HT29_24.0_h_0.08_um	BRD-K88573743_A443654_MCF10A_24_h_0.37_um	5	285	21	8706	LGR5; MYC; PROM1; CD44; KLF4	LGR5; MYC; PROM1	CD44; KLF4; LGR5	4.18299E-05
BRD-A85860691_chaetocin_HT29_24.0_h_0.08_um	BRD-K92093830_doxorubicin_HA1E_6.0_h_10.0_um	5	328	21	8706	LGR5; MYC; PROM1; EPAS1; KLF4	LGR5; MYC; PROM1	EPAS1; KLF4; MYC; PROM1	9.17286E-05
BRD-A85860691_chaetocin_HT29_24.0_h_0.08_um	BRD-K92428232_GSK-461364_HCC515_24_h_10_um	5	290	21	8706	LGR5; MYC; PROM1; EZH2; KLF4	LGR5; MYC; PROM1	EZH2; KLF4; MYC	4.61245E-05
BRD-A85860691_chaetocin_HT29_24.0_h_0.08_um	BRD-K93725829_ERK inhibitor 11e_HCT116_6.0_h_0.5_um	5	270	21	8706	LGR5; MYC; PROM1; CD34; KLF4	LGR5; MYC; PROM1	CD34; KLF4; MYC; PROM1	3.0841E-05
BRD-A85860691_chaetocin_HT29_24.0_h_0.08_um	BRD-K94176593_TWS119_HCC515_24.0_h_10.0_um	5	340	21	8706	LGR5; MYC; PROM1; EZH2; KLF4	LGR5; MYC; PROM1	EZH2; KLF4; MYC	0.000111934
BRD-A85860691_chaetocin_HT29_24.0_h_0.08_um	BRD-K98548675_Parthenolide_AGS_6.0_h_10.0_um	5	272	21	8706	LGR5; MYC; PROM1; CD44; NES	LGR5; MYC; PROM1	CD44; LGR5; NES	3.21537E-05
BRD-A85860691_chaetocin_HT29_24.0_h_0.08_um	BRD-K98548675_Parthenolide_LOVO_6.0_h_10.0_um	4	272	21	8706	LGR5; MYC; PROM1; NES	LGR5; MYC; PROM1	MYC; NES; PROM1	0.00038695
BRD-A85860691_chaetocin_HT29_24.0_h_0.08_um	BRD-K99964838_bosutinib_HCC515_24_h_10_um	6	252	21	8706	LGR5; MYC; PROM1; ABCG2; KLF4; NES	LGR5; MYC; PROM1	ABCG2; KLF4; MYC; NES	1.2874E-06
BRD-A85860691_chaetocin_HT29_24.0_h_0.08_um	BRD-U51024685_HG-6-64-01_HT29_24_h_3.33_um	5	289	21	8706	LGR5; MYC; PROM1; EZH2; NES	LGR5; MYC; PROM1	EZH2; MYC; NES	4.52383E-05
BRD-A85860691_chaetocin_HT29_24.0_h_0.08_um	BRD-U60236422_WH-4-025_HCC515_24_h_3.33_um	5	298	21	8706	LGR5; MYC; PROM1; CD44; EZH2	LGR5; MYC; PROM1	CD44; EZH2; PROM1	5.37293E-05
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K02113016_AZD2281 (KU59436)_SNGM_6.0_h_44.4_um	4	264	21	8706	EZH2; KLF4; MYC; BMI1	EZH2; KLF4; MYC	BMI1; KLF4; MYC	0.000337087
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K03449891_foretinib_HCC515_24_h_10_um	4	228	21	8706	EZH2; KLF4; MYC; CD44	EZH2; KLF4; MYC	CD44; EZH2; MYC	0.000170234
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K04548931_epirubicin_HA1E_6.0_h_10.0_um	4	287	21	8706	EZH2; KLF4; MYC; PROM1	EZH2; KLF4; MYC	KLF4; MYC; PROM1	0.00049537
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K04548931_epirubicin_MCF7_24.0_h_10.0_um	4	299	21	8706	EZH2; KLF4; MYC; PROM1	EZH2; KLF4; MYC	EZH2; MYC; PROM1	0.000597555
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K06765193_(E)-2-(1H-Benzoimidazol-2-yl)-3-(5-nitro-furan-2-yl)-acrylonitrile BRD-K06765193_VCAP_24.0_h_10.0_um	5	189	21	8706	EZH2; KLF4; MYC; CD44; LGR5	EZH2; KLF4; MYC	CD44; LGR5; MYC	3.99972E-06
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K06765193_5663823_HEPG2_6.0_h_10.0_um	6	240	21	8706	EZH2; KLF4; MYC; BMI1; CTNNB1; PROM1	EZH2; KLF4; MYC	BMI1; CTNNB1; PROM1	9.26894E-07
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K08109215_I-BET_HCC515_24_h_3.33_um	3	229	21	8706	EZH2; KLF4; MYC	EZH2; KLF4; MYC	EZH2; KLF4; MYC	0.001961922
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K08799216_pelitinib_HCC515_24_h_0.37_um	4	223	21	8706	EZH2; KLF4; MYC; CD44	EZH2; KLF4; MYC	CD44; EZH2; MYC	0.000153402
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K08799216_pelitinib_HCC515_24_h_10_um	5	269	21	8706	EZH2; KLF4; MYC; LGR5; PROM1	EZH2; KLF4; MYC	LGR5; MYC; PROM1	3.02011E-05
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K09951645_dabrafenib_HCC515_24_h_0.37_um	5	200	21	8706	EZH2; KLF4; MYC; NES; PROM1	EZH2; KLF4; MYC	EZH2; NES; PROM1	5.54899E-06
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K11927976_ER 27319 maleate_HA1E_6.0_h_10.0_um	5	359	21	8706	EZH2; KLF4; MYC; KDM5B; PROM1	EZH2; KLF4; MYC	KDM5B; MYC; PROM1	0.000151074
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K11927976_ER 27319 maleate_HCC515_6.0_h_10.0_um	5	372	21	8706	EZH2; KLF4; MYC; KDM5B; PROM1	EZH2; KLF4; MYC	KDM5B; MYC; PROM1	0.000183639
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K11927976_ER 27319 maleate_PC3_6.0_h_10.0_um	4	354	21	8706	EZH2; KLF4; MYC; KDM5B	EZH2; KLF4; MYC	KDM5B; KLF4; MYC	0.00128256
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K12502280_TG101348_HCC515_24.0_h_11.1_um	4	294	21	8706	EZH2; KLF4; MYC; CD44	EZH2; KLF4; MYC	CD44; EZH2; MYC	0.00055321
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K12502280_TG101348_HCT116_6.0_h_11.1_um	4	238	21	8706	EZH2; KLF4; MYC; ABCG2	EZH2; KLF4; MYC	ABCG2; KLF4; MYC	0.000208126
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K12502280_TG101348_SNUC4_6.0_h_11.1_um	4	251	21	8706	EZH2; KLF4; MYC; PROM1	EZH2; KLF4; MYC	KLF4; MYC; PROM1	0.000266686
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K13390322_AT-7519_BT20_3_h_10_um	4	210	21	8706	EZH2; KLF4; MYC; PROM1	EZH2; KLF4; MYC	KLF4; MYC; PROM1	0.000115594
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K13390322_AT-7519_HS578T_3_h_0.37_um	4	261	21	8706	EZH2; KLF4; MYC; PROM1	EZH2; KLF4; MYC	KLF4; MYC; PROM1	0.000319711
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K13390322_AT-7519_LNCAP_24_h_3.33_um	4	234	21	8706	EZH2; KLF4; MYC; PROM1	EZH2; KLF4; MYC	EZH2; MYC; PROM1	0.000192266
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K13390322_AT-7519_LNCAP_3_h_3.33_um	5	251	21	8706	EZH2; KLF4; MYC; CD44; PROM1	EZH2; KLF4; MYC	CD44; KLF4; MYC; PROM1	2.03964E-05
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K13390322_AT-7519_MDAMB231_3_h_1.11_um	4	312	21	8706	EZH2; KLF4; MYC; KDM5B	EZH2; KLF4; MYC	KDM5B; KLF4; MYC	0.00072546
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K13566078_BMS-345541_LNCAP_3_h_10_um	4	206	21	8706	EZH2; KLF4; MYC; PROM1	EZH2; KLF4; MYC	KLF4; MYC; PROM1	0.000105551
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K13662825_dinaciclib_HCC515_24_h_0.12_um	5	261	21	8706	EZH2; KLF4; MYC; CD44; PROM1	EZH2; KLF4; MYC	CD44; EZH2; PROM1	2.54583E-05
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K17110974_aristolochic acid_HT29_6.0_h_10.0_um	5	219	21	8706	EZH2; KLF4; MYC; CD44; PROM1	EZH2; KLF4; MYC	CD44; MYC; PROM1	9.35837E-06
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K17349619_HLI 373_CL34_6.0_h_10.0_um	4	279	21	8706	EZH2; KLF4; MYC; PROM1	EZH2; KLF4; MYC	KLF4; MYC; PROM1	0.000435019
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K17349619_HLI 373_HCT116_6.0_h_10.0_um	4	300	21	8706	EZH2; KLF4; MYC; PROM1	EZH2; KLF4; MYC	KLF4; MYC; PROM1	0.000606738
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K17349619_HLI 373_HT115_6.0_h_10.0_um	4	283	21	8706	EZH2; KLF4; MYC; PROM1	EZH2; KLF4; MYC	KLF4; MYC; PROM1	0.00046445
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K19540840_saracatinib_HCC515_24_h_10_um	4	245	21	8706	EZH2; KLF4; MYC; NES	EZH2; KLF4; MYC	EZH2; MYC; NES	0.000238276
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K19687926_lapatinib_HCC515_24_h_10_um	4	214	21	8706	EZH2; KLF4; MYC; NES	EZH2; KLF4; MYC	EZH2; MYC; NES	0.000126359
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K19735876_NCGC00182353-01_MCF7_24.0_h_10.0_um	5	257	21	8706	EZH2; KLF4; MYC; LGR5; PROM1	EZH2; KLF4; MYC	KLF4; LGR5; PROM1	2.33241E-05
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K20526256_HG-14-10-04_HCC515_24_h_10_um	5	250	21	8706	EZH2; KLF4; MYC; NES; PROM1	EZH2; KLF4; MYC	EZH2; MYC; NES; PROM1	1.99388E-05
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K20526256_HG-14-10-04_HCC515_24_h_3.33_um	4	244	21	8706	EZH2; KLF4; MYC; NES	EZH2; KLF4; MYC	EZH2; KLF4; NES	0.000233776
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K25433859_maprotilline hcl_MCF7_24.0_h_10.0_um	5	227	21	8706	EZH2; KLF4; MYC; CD44; PROM1	EZH2; KLF4; MYC	CD44; EZH2; PROM1	1.14959E-05
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K26838195_AST1306_HCC515_24_h_0.12_um	5	214	21	8706	EZH2; KLF4; MYC; PROM1; TWIST1	EZH2; KLF4; MYC	EZH2; KLF4; PROM1; TWIST1	8.19539E-06
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K31342827_GF-109203X_AGS_6.0_h_12.12_um	4	257	21	8706	EZH2; KLF4; MYC; BMI1	EZH2; KLF4; MYC	BMI1; KLF4; MYC	0.000297618
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K31342827_GF-109203X_HA1E_24.0_h_12.12_um	5	306	21	8706	EZH2; KLF4; MYC; CD44; PROM1	EZH2; KLF4; MYC	CD44; MYC; PROM1	6.23129E-05
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K31912990_CGP 71683 hydrochloride_HCC515_24.0_h_10.0_um	5	334	21	8706	EZH2; KLF4; MYC; BMI1; CD44	EZH2; KLF4; MYC	BMI1; CD44; EZH2	0.000101429
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K34581968_BMS-536924_HCC515_24.0_h_11.1_um	4	274	21	8706	EZH2; KLF4; MYC; CD44	EZH2; KLF4; MYC	CD44; EZH2; MYC	0.000400249
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K34581968_BMS-536924_PL21_6.0_h_11.1_um	4	227	21	8706	EZH2; KLF4; MYC; LGR5	EZH2; KLF4; MYC	KLF4; LGR5; MYC	0.000166759
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K36363294_I-BET151_HCC515_24_h_0.37_um	3	213	21	8706	EZH2; KLF4; MYC	EZH2; KLF4; MYC	EZH2; KLF4; MYC	0.001502882
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K39484304_triptolide_HA1E_6.0_h_10.0_um	5	296	21	8706	EZH2; KLF4; MYC; KDM5B; PROM1	EZH2; KLF4; MYC	KDM5B; MYC; PROM1	5.17398E-05
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K39484304_triptolide_PC3_24.0_h_10.0_um	4	331	21	8706	EZH2; KLF4; MYC; CD44	EZH2; KLF4; MYC	CD44; EZH2; MYC	0.000948256
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K39484304_triptolide_PC3_6.0_h_10.0_um	4	342	21	8706	EZH2; KLF4; MYC; PROM1	EZH2; KLF4; MYC	KLF4; MYC; PROM1	0.00109873
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K43389675_DAUNORUBICIN_HCC515_24.0_h_10.0_um	5	380	21	8706	EZH2; KLF4; MYC; BMI1; PROM1	EZH2; KLF4; MYC	BMI1; EZH2; MYC; PROM1	0.000206307
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K43389675_DAUNORUBICIN_HCC515_6.0_h_10.0_um	4	318	21	8706	EZH2; KLF4; MYC; KDM5B	EZH2; KLF4; MYC	KDM5B; KLF4; MYC	0.000791008
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K43389675_DAUNORUBICIN_HEPG2_6.0_h_10.0_um	4	296	21	8706	EZH2; KLF4; MYC; PROM1	EZH2; KLF4; MYC	EZH2; MYC; PROM1	0.000570638
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K43389675_DAUNORUBICIN_PC3_6.0_h_10.0_um	5	357	21	8706	EZH2; KLF4; MYC; CD44; PROM1	EZH2; KLF4; MYC	CD44; KLF4; MYC; PROM1	0.000146502
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K49371609_528116.cdx_HA1E_6.0_h_0.09_um	5	380	21	8706	EZH2; KLF4; MYC; KDM5B; PROM1	EZH2; KLF4; MYC	KDM5B; MYC; PROM1	0.000206307
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K51290057_Ch 55_HCC515_24.0_h_10.0_um	6	230	21	8706	EZH2; KLF4; MYC; BMI1; PROM1; TWIST1	EZH2; KLF4; MYC	BMI1; PROM1; TWIST1	6.95336E-07
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K51350053_TOREMIPHENE CITRATE_HA1E_24.0_h_10.0_um	6	204	21	8706	EZH2; KLF4; MYC; CD44; PROM1; TWIST1	EZH2; KLF4; MYC	CD44; PROM1; TWIST1	3.07987E-07
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K53417444_OTSSP167_HT29_24_h_0.37_um	5	243	21	8706	EZH2; KLF4; MYC; CD44; LGR5	EZH2; KLF4; MYC	CD44; LGR5; MYC	1.69631E-05
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K54233340_Dorsomorphin dihydrochloride_HCC515_6.0_h_10.0_um	6	328	21	8706	EZH2; KLF4; MYC; CD44; NOTCH1; PROM1	EZH2; KLF4; MYC	CD44; NOTCH1; PROM1	7.44688E-06
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K54233340_Dorsomorphin dihydrochloride_PC3_6.0_h_10.0_um	5	294	21	8706	EZH2; KLF4; MYC; CD44; PROM1	EZH2; KLF4; MYC	CD44; KLF4; PROM1	4.98101E-05
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K55187425_ON-01910_HEPG2_24_h_10_um	6	253	21	8706	EZH2; KLF4; MYC; ABCG2; CD34; LGR5	EZH2; KLF4; MYC	ABCG2; CD34; LGR5	1.32213E-06
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K60038276_irbesartan_MCF7_24.0_h_10.0_um	5	237	21	8706	EZH2; KLF4; MYC; CD44; PROM1	EZH2; KLF4; MYC	CD44; MYC; PROM1	1.4709E-05
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K67844266_MLN4924_SW948_6.0_h_11.1_um	5	234	21	8706	EZH2; KLF4; MYC; LGR5; PROM1	EZH2; KLF4; MYC	LGR5; MYC; PROM1	1.36769E-05
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K68336408_Tyrphostin AG 1478_HCC515_24.0_h_56.78_um	4	292	21	8706	EZH2; KLF4; MYC; CD44	EZH2; KLF4; MYC	CD44; EZH2; MYC	0.000536188
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K68336408_Tyrphostin AG 1478_HT29_24.0_h_56.78_um	5	371	21	8706	EZH2; KLF4; MYC; CD44; LGR5	EZH2; KLF4; MYC	CD44; EZH2; LGR5; MYC	0.000180951
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K68336408_Tyrphostin AG 1478_NCIH1836_6.0_h_56.78_um	7	236	21	8706	EZH2; KLF4; MYC; ABCG2; NES; PROM1; SOX2	EZH2; KLF4; MYC	ABCG2; NES; PROM1; SOX2	3.88741E-08
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K68336408_Tyrphostin AG 1478_U937_6.0_h_56.78_um	5	267	21	8706	EZH2; KLF4; MYC; LGR5; PROM1	EZH2; KLF4; MYC	KLF4; LGR5; MYC; PROM1	2.89534E-05
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K69650333_idarubicin hcl_A549_24.0_h_10.0_um	4	241	21	8706	EZH2; KLF4; MYC; PROM1	EZH2; KLF4; MYC	EZH2; MYC; PROM1	0.000220666
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K70578146_dactinomycin_VCAP_6.0_h_10.0_um	4	240	21	8706	EZH2; KLF4; MYC; PROM1	EZH2; KLF4; MYC	EZH2; MYC; PROM1	0.000216423
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K73395020_ARP 101_HCC515_24.0_h_10.0_um	4	417	21	8706	EZH2; KLF4; MYC; BMI1	EZH2; KLF4; MYC	BMI1; EZH2; MYC	0.002647507
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K76401790_JNK-IN-5A_HCC515_24_h_1.11_um	5	214	21	8706	EZH2; KLF4; MYC; CD44; PROM1	EZH2; KLF4; MYC	CD44; MYC; PROM1	8.19539E-06
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K76694128_DCC-2036_HEPG2_24_h_3.33_um	6	248	21	8706	EZH2; KLF4; MYC; CD44; LGR5; PROM1	EZH2; KLF4; MYC	CD44; LGR5; PROM1	1.15604E-06
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K79222491_2-morpholino-9-(thiophen-3-yl)-N-((5-(trifluoromethyl)-1H-benzo[d]imidazol-2-yl)methyl)-9H-purin-6-amine_HA1E_6.0_h_10.0_um	5	379	21	8706	EZH2; KLF4; MYC; KDM5B; PROM1	EZH2; KLF4; MYC	KDM5B; MYC; PROM1	0.000203357
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K79239947_PF 573228_HCC515_24_h_10_um	5	220	21	8706	EZH2; KLF4; MYC; NES; PROM1	EZH2; KLF4; MYC	EZH2; NES; PROM1	9.60633E-06
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K79239947_PF 573228_PC3_24_h_10_um	4	205	21	8706	EZH2; KLF4; MYC; PROM1	EZH2; KLF4; MYC	EZH2; MYC; PROM1	0.000103148
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K80700417_SGI-1776_HCC515_24_h_10_um	4	230	21	8706	EZH2; KLF4; MYC; NES	EZH2; KLF4; MYC	EZH2; KLF4; NES	0.00017735
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K81651477_Parthenolide_HCT116_6.0_h_20.0_um	5	265	21	8706	EZH2; KLF4; MYC; EPAS1; PROM1	EZH2; KLF4; MYC	EPAS1; MYC; PROM1	2.77478E-05
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K81651477_Parthenolide_SW948_6.0_h_20.0_um	5	265	21	8706	EZH2; KLF4; MYC; LGR5; PROM1	EZH2; KLF4; MYC	LGR5; MYC; PROM1	2.77478E-05
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K82216340_medroxyprogesterone 17-acetate_VCAP_24.0_h_10.0_um	4	229	21	8706	EZH2; KLF4; MYC; PROM1	EZH2; KLF4; MYC	EZH2; MYC; PROM1	0.000173764
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K87737963_CYT387_MDAMB231_3_h_10_um	4	222	21	8706	EZH2; KLF4; MYC; PROM1	EZH2; KLF4; MYC	KLF4; MYC; PROM1	0.000150196
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K88560311_AG-014699 (PF-01367338)_HT115_6.0_h_10.0_um	6	249	21	8706	EZH2; KLF4; MYC; BMI1; LGR5; PROM1	EZH2; KLF4; MYC	BMI1; LGR5; PROM1	1.18777E-06
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K88573743_A443654_MCF10A_24_h_0.37_um	5	259	21	8706	EZH2; KLF4; MYC; CD44; LGR5	EZH2; KLF4; MYC	CD44; KLF4; LGR5	2.43723E-05
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K92093830_doxorubicin_HA1E_6.0_h_10.0_um	5	302	21	8706	EZH2; KLF4; MYC; EPAS1; PROM1	EZH2; KLF4; MYC	EPAS1; KLF4; MYC; PROM1	5.78932E-05
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K92428232_GSK-461364_HCC515_24_h_10_um	3	248	21	8706	EZH2; KLF4; MYC	EZH2; KLF4; MYC	EZH2; KLF4; MYC	0.002624471
BRD-K00337317_NU-7441_HCC515_24_h_10_um	BRD-K93725829_ERK inhibitor 11e_HCT116_6.0_h_0.5_um	5	252	21	8706	EZH2; KLF4; MYC; CD34; PROM1	EZH2; KLF4; MYC	CD34; KLF4; MYC; PROM1	2.08624E-05
